5,ko đúng hàng đây là hàng giả lừa khách hàng 
5,Chất lượng sản phẩm tuyệt vời. Mặt hàng được đóng gói chính xác.  được vận chuyển ngay lập tức và giao hàng an toàn.
5,"Mua sắm xung quanh và chọn của họ. Màu sắc thực sự đẹp và cao. Lúc về, chị đồng nghiệp nhờ chị gửi link cho em ấy, like, chụp ảnh với vẻ đẹp của chính chị ấy, tuyệt vời, ủng hộ!
"
5,"Một chiếc điện thoại hợp pháp và rất đẹp. Anh chàng giao hàng thân thiện và chu đáo, anh ấy đề nghị mở gói hàng trước để đảm bảo sản phẩm ở đó. Cảm ơn rất nhiều!!.
"
5,"vâng thôi nào !! Thank you po Không có sát thương và anh ấy là một bộ hoàn chỉnh và cảm ơn anh trai tôi đã giao hàng, anh ấy rất tốt bụng quay video lại xem CP có thực sự là thịt không haha. Tôi hy vọng tổng thể khác của Legit và thương hiệu mới cũng đến.
"
5,"Nhìn của điện thoại rất sặc sỡ và cảm giác rất tuyệt, tôi rất thích nó, đồng nghiệp của tôi nói rằng nó trông đẹp và sạc siêu nhanh, rất đáng để bắt đầu
"
5,"Ánh mắt của tôi đã được chọn một cách chính xác. Tôi đã cười với em gái tôi khi cô ấy và em gái tôi nhận được một chiếc điện thoại mới mà cô ấy sử dụng ở trường. Cảm ơn rất nhiều.
"
5,"Nhận được hàng rồi nhé shop. Shop giao hàng tương đối nhanh, nhận hàng là thích mê luôn.Giá cả lại rẻ nữa. Shop tư vấn rất nhiệt tình, sẽ ủng hộ shop lần sau nhé.Chất lượng tốt 👍. Mẫu mã đẹp"
5,chat luong dep nhu trong hinh.cam ung rat nhay.hinh anh rat sac net.noi chung la may rat la chat luong.con ben hai khong thi su dung moi biet dc.gia ca thi hop le.dong goi ky giao hang nhanh vui ve tan tinh.nc la minh la ok.
5,"Bản thân chiếc điện thoại này cũng đáng đồng tiền bát gạo, nếu bạn đang tìm kiếm một chiếc điện thoại giá rẻ và không quá kén chọn, tôi khuyên bạn nên làm điều này"
5,mua xong về để vào bộ sưu tập.... nhìn 😶
5,"Nhìn đẹp hơn ảnh quảng cáo. Màu sắc của điện thoại rất tiên tiến trong ngày. Được thực hiện tốt
"
5,"Điện thoại di động rất nhẹ và mỏng. Nó cảm thấy rất tốt. Nó cảm thấy rất thoải mái và chụp ảnh đẹp.
"
5,"Vẻ ngoài của điện thoại rất đẹp và phóng khoáng, và màu sắc cũng rất đẹp. Tay nghề rất tốt và chất lượng rất cao. Ảnh chụp trên điện thoại di động rất rõ ràng, rất đặc biệt và điểm ảnh rất cao. Điện thoại di động sử dụng rất mượt mà
"
5,"Máy chạy nhanh, game mượt, ảnh đẹp, màu sắc tươi tắn, nhiều chức năng. Nhưng bạn phải khám phá từ từ.
"
5,"1. Điện thoại chạy mượt mà 2. Hình thức đẹp 3. Âm thanh rất to, nghe đã tai 4. Trải nghiệm chơi game tốt Nhìn chung, đây là một chiếc điện thoại tốt, hợp pháp"
5,"Bưu kiện vẫn an toàn, mọi thứ đều tốt đẹp, cảm ơn người bán và người cầm lái rất nhiều, thần phù hộ.
"
5,"Ngoại hình và cảm nhận của máy rất tốt, điện thoại có độ phân giải cao, chất lượng âm thanh nghe gọi siêu rõ, màn hình thực sự lớn, trải nghiệm xem video và chơi game mượt mà, hệ thống phản ứng nhạy. cao! Giá cả cũng rất sát với mọi người!
"
5,"Chà, tôi thật là nữ hoàng với chiếc điện thoại. Nó thực sự là một chiếc điện thoại tốt, Cảm ơn bạn rất nhiều đến Người bán rất tốt bụng và có sức chứa. Thật sự giới thiệu"
5,"Hàng nhận được sớm hơn ngày giao hàng dự kiến, người bán rất phản hồi. Cảm ơn người bán, cảm ơn lazada, cảm ơn anh chàng giao hàng.
"
5,"Điều duy nhất tôi hỏi người bán là khi tôi đến gặp tôi, anh ta đã đóng hộp những gì anh ta đưa cho tôi nhiều hơn số tiền tôi yêu cầu do quá mệt mỏi trong túi. Nhưng ở đây nó chứa đầy một chiếc điện thoại khác. Thanks!
"
2,không đúng với Thông sô ký thuât
1,"điện thoại quá tệ, bán hàng lừa đảo, không như quảng cáo"
